State,Year,Table,Measure,Characteristic Label,Format,Value
Utah,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,4791
Utah,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Child Daycare Provider,Number,19
Utah,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,1
Utah,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Friend and Neighbor,Number,205
Utah,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Legal Guardian,Number,17
Utah,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,614
Utah,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Professional,Number,18
Utah,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,806
Utah,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,308
Utah,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,152
Utah,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,372
Vermont,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,381
Vermont,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Child Daycare Provider,Number,2
Vermont,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,1
Vermont,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Friend and Neighbor,Number,107
Vermont,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,64
Vermont,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Professional,Number,1
Vermont,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,68
Vermont,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,58
Vermont,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,13
Vermont,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,37
Virginia,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,3649
Virginia,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Child Daycare Provider,Number,126
Virginia,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,15
Virginia,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Legal Guardian,Number,14
Virginia,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,250
Virginia,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Professional,Number,63
Virginia,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,401
Virginia,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Group Home and Residential Facility Staff,Number,7
Virginia,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,165
Virginia,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,125
Virginia,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,199
Washington,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,4151
Washington,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Child Daycare Provider,Number,39
Washington,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,20
Washington,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Friend and Neighbor,Number,1
Washington,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,66
Washington,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,199
Washington,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,388
Washington,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,30
Washington,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,150
West Virginia,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,3485
West Virginia,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Child Daycare Provider,Number,7
West Virginia,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,18
West Virginia,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Legal Guardian,Number,25
West Virginia,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,302
West Virginia,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Professional,Number,6
West Virginia,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,230
West Virginia,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Group Home and Residential Facility Staff,Number,9
West Virginia,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,4
West Virginia,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,112
West Virginia,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Multiple Relationships,Number,204
Wisconsin,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Parent,Number,2431
Wisconsin,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Child Daycare Provider,Number,18
Wisconsin,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Foster Parent,Number,13
Wisconsin,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Friend and Neighbor,Number,34
Wisconsin,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Legal Guardian,Number,3
Wisconsin,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other,Number,321
Wisconsin,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Professional,Number,11
Wisconsin,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Other Relative,Number,368
Wisconsin,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Group Home and Residential Facility Staff,Number,1
Wisconsin,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unmarried Partner of Parent,Number,324
Wisconsin,2015,Perpetrators by Relationship to their Victims,Perpetrators (unique count) by relationship to their victims,Unknown,Number,252
